TAIL_NUM,MFR,MODEL,YEAR MFR
N272NN,EMBRAER S A,ERJ 170-200 LR,2019
N982AN,BOEING,737-823,2009
N75425,BOEING,737-924ER,2008
N843NN,BOEING,737-823,2010
N555NN,BOMBARDIER INC,CL-600-2D24,2014
N966AN,BOEING,737-823,2001
N907XJ,BOMBARDIER INC,CL-600-2D24,2007
N717UW,AIRBUS INDUSTRIE,A319-112,1999
N7849A,BOEING,737-71B,2006
N915NN,BOEING,737-823,2013
N243NN,EMBRAER S A,ERJ 170-200 LR,2016
N306PB,BOEING,737-800,2017
N8727M,BOEING,737-8,2018
N311PQ,BOMBARDIER INC,CL-600-2D24,2014
N979AT,BOEING,717-200,2002
N454WN,BOEING,737-7H4,2004
N78509,BOEING,737-824,2008
N691CA,BOMBARDIER INC,CL-600-2D24,2007
N955NN,BOEING,737-823,2014
N7867A,BOEING,737-7Q8,
N826NN,BOEING,737-823,2010
N126HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N575NN,BOMBARDIER INC,CL-600-2D24,2015
N372FR,AIRBUS,A320-251N,2020
N733UW,AIRBUS INDUSTRIE,A319-112,2000
N324FR,AIRBUS,A320-251N,2017
N952NK,AIRBUS,A320-271N,2022
N946AN,BOEING,737-823,2000
N814NN,BOEING,737-823,2009
N963NN,BOEING,737-823,2014
N26232,BOEING,737-824,1999
N742SK,BOMBARDIER INC,CL-600-2C10,2005
N969WN,BOEING,737-7H4,2011
N414YX,EMBRAER,ERJ 170-200 LR,2013
N943WN,BOEING,737-7H4,2010
N8537Z,BOEING,737-800,2017
N33284,BOEING,737-824,2004
N549UW,AIRBUS,A321-231,2011
N63820,BOEING,737-924ER,2014
281NV,AIRBUS,A320-214,
N938AT,BOEING,717-200,2006
N507AY,AIRBUS,A321-231,2008
N87513,BOEING,737-824,2008
N184US,AIRBUS INDUSTRIE,A321-211,2002
N621NK,AIRBUS,A320-232,2013
N844DN,BOEING,737-932ER,2015
N653NK,AIRBUS,A320-232,2018
N750EV,BOMBARDIER INC,CL-600-2C10,2004
N16217,BOEING,737-824,1998
N39450,BOEING,737-924ER,2012
N375FR,AIRBUS,A320-251N,2020
N128AN,AIRBUS,A321-231,2014
N8326F,BOEING,737-8H4,2012
N127HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N648NK,AIRBUS,A320-232,2017
N8812Q,BOEING,737-8,2021
N631NK,AIRBUS,A320-232,2014
N7739A,BOEING,737-7BD,2006
N870NN,BOEING,737-823,2011
N171US,AIRBUS INDUSTRIE,A321-211,2001
N989NN,BOEING,737-823,2016
N8600F,BOEING,737-8H4,2012
N116HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N433YX,EMBRAER S A,ERJ 170-200 LR,2014
N901DN,BOEING,737-900ER,2018
N931NN,BOEING,737-823,2013
N582NN,BOMBARDIER INC,CL-600-2D24,2015
N751YX,EMBRAER S A,ERJ 170-200 LR,2017
N429YX,EMBRAER S A,ERJ 170-200 LR,2014
N994AT,BOEING,717-200,2002
N8737L,BOEING,737-8,2020
N78448,BOEING,737-924ER,2012
N620UX,EMBRAER S A,ERJ 170-200 LL,2019
N8718Q,BOEING,737-8,2018
N321US,AIRBUS INDUSTRIE,A320-211,1991
N831AW,AIRBUS INDUSTRIE,A319-132,2001
N37521,BOEING,737-9,2019
N800NN,BOEING,737-823,2009
N834DN,BOEING,737-932ER,2015
N354NW,AIRBUS INDUSTRIE,A320-212,1998
N220NN,EMBRAER,ERJ 170-200 LR,2015
234NV,AIRBUS INDUSTRIE,A320-214,2001
N949AN,BOEING,737-823,2000
N945AN,BOEING,737-823,2000
N437YX,EMBRAER S A,ERJ 170-200 LR,2014
N356FR,AIRBUS,A320-251N,2019
N434YX,EMBRAER S A,ERJ 170-200 LR,2014
N655RW,EMBRAER,ERJ 170-100 SE,2005
N340NB,AIRBUS,A319-114,2002
N419YX,EMBRAER,ERJ 170-200 LR,2013
N932NN,BOEING,737-823,2013
N26208,BOEING,737-824,2000
N924AN,BOEING,737-823,1999
N461UA,AIRBUS INDUSTRIE,A320-232,2000
254NV,AIRBUS,A320-214,2017
N66828,BOEING,737-924ER,2014
N593AS,BOEING,737-890,2008
N452WN,BOEING,737-7H4,2004
N904WN,BOEING,737-7H4,2008
N714US,AIRBUS INDUSTRIE,A319-112,1999
N762DT,EMBRAER,ERJ 170-100 STD,2009
N119DN,AIRBUS,A321-211,2021
N326PQ,BOMBARDIER INC,CL-600-2D24,2014
N456UA,AIRBUS INDUSTRIE,A320-232,1999
N439YX,EMBRAER S A,ERJ 170-200 LR,2014
N14250,BOEING,737-824,1999
N423WN,BOEING,737-7H4,2002
N970NN,BOEING,737-823,2015
N181PQ,BOMBARDIER INC,CL-600-2D24,2008
N284AK,BOEING,737-900ER,2017
N486UA,AIRBUS INDUSTRIE,A320-232,2001
N18220,BOEING,737-824,1998
N326FR,AIRBUS,A320-251N,2018
N977AT,BOEING,717-200,2002
N27724,BOEING,737-724,1999
N852UA,AIRBUS,A319-131,2002
N338PK,BOEING,737-800,2017
324NV,AIRBUS,A319-112,2006
N844UA,AIRBUS INDUSTRIE,A319-131,2001
N3733Z,BOEING,737-832,2000
N7726A,BOEING,737-7BD,2006
N8746Q,BOEING,737-8,2020
N27503,BOEING,737-9,2018
N376FR,AIRBUS,A320-251N,2020
N953NK,AIRBUS,A320-271N,2022
N991AN,BOEING,737-823,2009
N812DN,BOEING,737-932ER,2013
N327NB,AIRBUS INDUSTRIE,A319-114,2001
N322FR,AIRBUS,A320-251N,2017
N836DN,BOEING,737-932ER,2015
N358NW,AIRBUS INDUSTRIE,A320-212,1998
N842DN,BOEING,737-932ER,2015
N713SK,BOMBARDIER INC,CL-600-2C10,2004
N27722,BOEING,737-724,1999
N991NN,BOEING,737-823,2016
N964AT,BOEING,717-200,2001
N313DN,AIRBUS SAS,A321-213,2016
N128HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2008
N546UW,AIRBUS,A321-231,2011
N875NN,BOEING,737-823,2011
N639RW,EMBRAER,ERJ 170-100 SE,2004
N910DU,BOEING,737-900ER,2018
N237NN,EMBRAER S A,ERJ 170-200 LR,2016
N884NN,BOEING,737-823,2012
N61882,BOEING,737-924ER,2015
N865DN,BOEING,737-932ER,2016
N76517,BOEING,737-824,2008
N61887,BOEING,737-924ER,2015
N296PQ,BOMBARDIER INC,CL-600-2D24,2013
N388FR,AIRBUS,A320-251N,2022
N481UA,AIRBUS INDUSTRIE,A320-232,2001
N552UW,AIRBUS,A321-231,2011
N946NN,BOEING,737-823,2014
N948AN,BOEING,737-823,2000
N421YX,EMBRAER S A,ERJ 170-200 LR,2014
N956NN,BOEING,737-823,2014
N869NN,BOEING,737-823,2011
N444UA,AIRBUS INDUSTRIE,A320-232,1998
N708FR,AIRBUS,A321-211,2015
N489UA,AIRBUS,A320-232,2002
N396DA,BOEING,737-832,2000
N635NK,AIRBUS,A320-232,2014
N612QX,BOMBARDIER INC,CL-600-2C10,2002
N358NB,AIRBUS,A319-114,2003
N971AN,BOEING,737-823,2001
N325DN,AIRBUS SAS,A321-213,2017
N693NK,AIRBUS,A320-232,2018
N113HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N844NN,BOEING,737-823,2010
N26210,BOEING,737-824,1998
N87527,BOEING,737-824,2010
N124HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N130HQ,EMBRAER,ERJ 170-200 LR,2008
N37507,BOEING,737-9,
N447UA,AIRBUS INDUSTRIE,A320-232,1998
N232FR,AIRBUS,A320-214,2015
N459UA,AIRBUS INDUSTRIE,A320-232,2000
N432YX,EMBRAER S A,ERJ 170-200 LR,
N612NN,BOMBARDIER INC,CL-600-2D24,2019
N964NN,BOEING,737-823,2015
N14731,BOEING,737-724,1999
N806NN,BOEING,737-823,2009
N916DU,BOEING,737-900ER,2019
N337NB,AIRBUS INDUSTRIE,A319-114,2002
N955AN,BOEING,737-823,2001
N75429,BOEING,737-924ER,2008
N37253,BOEING,737-824,2000
N764JD,EMBRAER,ERJ 170-100 STD,2009
N3771K,BOEING,737-832,2002
N221WN,BOEING,737-7H4,2005
N435UA,AIRBUS INDUSTRIE,A320-232,1996
N848NN,BOEING,737-823,2010
N557NN,BOMBARDIER INC,CL-600-2D24,2014
N712SK,BOMBARDIER INC,CL-600-2C10,2004
N981AT,BOEING,717-200,2002
N548AS,BOEING,737-890,2005
N69810,BOEING,737-924ER,2013
N892DN,BOEING,737-900ER,2018
N311FR,AIRBUS,A320-251N,2017
N819DN,BOEING,737-932ER,2014
N388DA,BOEING,737-832,2000
N611SK,BOMBARDIER INC,CL-600-2C10,2002
N77539,BOEING,737-800,2017
N930DZ,BOEING,737-900ER,2019
N867DN,BOEING,737-900ER,2016
N947NK,AIRBUS,A320-271N,2021
N203NN,EMBRAER S A,ERJ 170-200 LR,2015
N320NB,AIRBUS INDUSTRIE,A319-114,2000
N436YX,EMBRAER S A,ERJ 170-200 LR,2014
N411YX,EMBRAER,ERJ 170-200 LR,2013
N297PQ,BOMBARDIER INC,CL-600-2D24,2013
N481WN,BOEING,737-7H4,2004
313NV,AIRBUS,A319-111,2004
N469UA,AIRBUS INDUSTRIE,A320-232,2001
N868DN,BOEING,737-900ER,2016
N720EV,BOMBARDIER INC,CL-600-2C10,2003
N8309C,BOEING,737-8H4,2012
N314PD,BOEING,737-800,2017
N234WN,BOEING,737-7H4,2006
N808DN,BOEING,737-932ER,2013
N804AW,AIRBUS INDUSTRIE,A319-132,1999
N111HQ,EMBRAER-EMPRESA BRASILEIRA DE,ERJ 170-200 LR,2007
N981AN,BOEING,737-823,2009
N721UW,AIRBUS INDUSTRIE,A319-112,1999
N823DN,BOEING,737-932ER,2014
N959WN,BOEING,737-7H4,2011
N305FR,AIRBUS,A320-251N,2016
N303FR,AIRBUS,A320-251N,2016
N413YX,EMBRAER,ERJ 170-200 LR,2013
N274JB,,,
N736SA,,,
N717SA,,,
N449YX,,,
N526NK,,,
N8885,,,
N403WN,,,
N418WN,,,
N523NK,,,
N873RW,,,
N806MD,,,
N559WN,,,
N7830A,,,
N422UA,,,
N504NK,,,
N411UA,,,
N211FR,,,
N401WN,,,
N442YX,,,
N450WN,,,
N223WN,,,
N562WN,,,
N720WN,,,
N631RW,,,
N633RW,,,
N507NK,,,
N198JB,,,
N493WN,,,
N231JB,,,
N210FR,,,
N732SW,,,
N466WN,,,
N750SA,,,
N453YX,,,
N675DL,,,
N265JB,,,
N529NK,,,
N934WN,,,
N515NK,,,
N400WN,,,
N358JB,,,
N868RW,,,
N451YX,,,
N636RW,,,
N637RW,,,
N447YX,,,
N745SW,,,
N309US,,,
N746SW,,,
N216FR,,,
N446YX,,,
N508NK,,,
N7884G,,,
N505NK,,,
N534NK,,,
N531NK,,,
N7882B,,,
N413UA,,,
N735SA,,,
N538US,,,
N408WN,,,
N767SW,,,
N419UA,,,
N780SW,,,
N317US,,,
N7836A,,,
N525NK,,,
N560WN,,,
N709SW,,,
N858RW,,,
N821MD,,,
N412WN,,,
N730SW,,,
N643RW,,,
N635RW,,,
N296JB,,,
N312US,,,
N484WN,,,
N516NK,,,
N410UA,,,
N416UA,,,
N788SA,,,
N776WN,,,
N203JB,,,
N733SA,,,
N514NK,,,
N448YX,,,
N522NK,,,
N7812G,,,
N517NK,,,
N8604K,,,
N239JB,,,
N423UA,,,
N874RW,,,
N711HK,,,
N738CB,,,
N714CB,,,
N7842A,,,
N727SW,,,
N374JB,,,
N774SW,,,
N528NK,,,
N657NK,,,
N424UA,,,
N798SW,,,
N725SW,,,
N444YX,,,
N292JB,,,
N718SW,,,
N373JB,,,
N791SW,,,
N7817J,,,
N408UA,,,
N7819A,,,
N417UA,,,
N763SW,,,
N532NK,,,
N793SA,,,
N404WN,,,
N441YX,,,
N679DA,,,
N773SA,,,
N414UA,,,
N187JB,,,
N7840A,,,
N770SA,,,
N420UA,,,
N728SW,,,
N826MD,,,
N450YX,,,
N7839A,,,
N530NK,,,
N7883A,,,
N744SW,,,
N354JB,,,
N503NK,,,
N409UA,,,
N229FR,,,
N754SW,,,
N197JB,,,
N671DN,,,
N872RW,,,
N519NK,,,
N205FR,,,
N249JB,,,
N330NW,,,
N421UA,,,
N762SW,,,
N202WN,,,
N533NK,,,
N792SW,,,
N236JB,,,
N737JW,,,
N786SW,,,
N512NK,,,
N490WN,,,
N407WN,,,
N634RW,,,
N752SW,,,
N747SA,,,
N238JB,,,
N731SA,,,
N412UA,,,
N247JB,,,
N680DA,,,
N430WN,,,
N7853B,,,
N229JB,,,
N506NK,,,
N8622A,,,
N784SW,,,
N8601C,,,
N7818L,,,
N432WN,,,
N411WN,,,
N734SA,,,
N403UA,,,
N406WN,,,
N557WN,,,
N645RW,,,
N7838A,,,
N649RW,,,
N355JB,,,
N935WN,,,
N353JB,,,
N320US,,,
N414WN,,,
N933WN,,,
N7814B,,,
N228JB,,,
N405UA,,,
N7816B,,,
N7811F,,,
N331NW,,,
N326US,,,
N758SW,,,
N443YX,,,
N716SW,,,
N332NW,,,
N415UA,,,
N760SW,,,
N546US,,,
N751SW,,,
N510NK,,,
N755SA,,,
N418UA,,,
N695NK,,,
N407UA,,,
N823AW,,,
N7813P,,,
N179JB,,,
N7850B,,,
N213FR,,,
N7851A,,,
N496WN,,,
N216JB,,,
N206JB,,,
N551WN,,,
N183JB,,,
N416WN,,,
N227FR,,,
N417WN,,,
N346JB,,,
N748SW,,,
N502NK,,,
N419WN,,,
N777QC,,,
N415WN,,,
N809MD,,,
N228FR,,,
N781WN,,,
N348JB,,,
N524NK,,,
N521NK,,,
N509NK,,,
N492WN,,,
N434WN,,,
N729SW,,,
N769SW,,,
N405WN,,,
N724SW,,,
N785SW,,,
N7856A,,,
N230WN,,,
